event_type,log_feature,volume,resource_type,severity_type
event_type 23,feature 306,1,resource_type 2,severity_type 1
event_type 10,feature 35,1,resource_type 3,severity_type 1
event_type 35,feature 313,9,resource_type 2,severity_type 2
event_type 13,feature 345,2,resource_type 6,severity_type 1
event_type 11,feature 235,2,resource_type 8,severity_type 2
event_type 13,feature 223,1,resource_type 7,severity_type 1
event_type 35,feature 233,3,resource_type 2,severity_type 2
event_type 11,feature 191,1,resource_type 8,severity_type 1
event_type 15,feature 203,2,resource_type 8,severity_type 2
event_type 15,feature 80,1,resource_type 8,severity_type 2
event_type 23,feature 303,2,resource_type 7,severity_type 1
event_type 11,feature 82,4,resource_type 8,severity_type 1
event_type 13,feature 54,5,resource_type 4,severity_type 1
event_type 20,feature 39,3,resource_type 2,severity_type 1
event_type 35,feature 307,10,resource_type 2,severity_type 2
event_type 35,feature 230,2,resource_type 2,severity_type 2
event_type 15,feature 80,10,resource_type 8,severity_type 2
event_type 34,feature 312,4,resource_type 2,severity_type 2
event_type 20,feature 128,1,resource_type 6,severity_type 1
event_type 35,feature 307,2,resource_type 2,severity_type 1
event_type 13,feature 179,1,resource_type 8,severity_type 1
event_type 29,feature 38,5,resource_type 9,severity_type 1
event_type 15,feature 80,1,resource_type 8,severity_type 2
event_type 14,feature 148,1,resource_type 8,severity_type 1
event_type 13,feature 261,2,resource_type 6,severity_type 1
event_type 11,feature 83,2,resource_type 8,severity_type 1
event_type 13,feature 68,4,resource_type 8,severity_type 1
event_type 34,feature 314,1,resource_type 2,severity_type 2
event_type 15,feature 193,4,resource_type 8,severity_type 1
event_type 34,feature 221,1,resource_type 2,severity_type 2
event_type 34,feature 235,4,resource_type 2,severity_type 2
event_type 34,feature 313,1,resource_type 2,severity_type 2
event_type 11,feature 193,12,resource_type 8,severity_type 1
event_type 11,feature 68,4,resource_type 8,severity_type 1
event_type 11,feature 224,2,resource_type 8,severity_type 2
event_type 34,feature 233,42,resource_type 2,severity_type 2
event_type 11,feature 74,1,resource_type 8,severity_type 1
event_type 20,feature 134,1,resource_type 2,severity_type 1
event_type 35,feature 312,4,resource_type 2,severity_type 2
event_type 34,feature 315,2,resource_type 2,severity_type 2
event_type 7,feature 71,12,resource_type 1,severity_type 1
event_type 15,feature 82,12,resource_type 8,severity_type 1
event_type 10,feature 39,2,resource_type 3,severity_type 1
event_type 11,feature 55,2,resource_type 8,severity_type 1
event_type 15,feature 82,24,resource_type 8,severity_type 2
event_type 35,feature 308,1,resource_type 2,severity_type 1
event_type 15,feature 203,1,resource_type 8,severity_type 2
event_type 35,feature 233,2,resource_type 2,severity_type 2
event_type 34,feature 309,6,resource_type 2,severity_type 2
event_type 43,feature 368,1,resource_type 2,severity_type 1
event_type 34,feature 232,18,resource_type 2,severity_type 2
event_type 35,feature 312,9,resource_type 2,severity_type 1
event_type 35,feature 232,2,resource_type 2,severity_type 2
event_type 20,feature 219,1,resource_type 6,severity_type 1
event_type 11,feature 134,1,resource_type 2,severity_type 1
event_type 30,feature 153,3,resource_type 9,severity_type 1
event_type 13,feature 68,2,resource_type 6,severity_type 1
event_type 54,feature 63,7,resource_type 8,severity_type 1
event_type 20,feature 307,2,resource_type 2,severity_type 1
event_type 13,feature 273,2,resource_type 7,severity_type 1
event_type 34,feature 313,20,resource_type 2,severity_type 2
event_type 34,feature 312,94,resource_type 2,severity_type 2
event_type 35,feature 232,1,resource_type 2,severity_type 2
event_type 13,feature 345,1,resource_type 7,severity_type 1
event_type 34,feature 232,11,resource_type 2,severity_type 2
event_type 20,feature 219,1,resource_type 2,severity_type 1
event_type 24,feature 239,2,resource_type 7,severity_type 1
event_type 34,feature 233,7,resource_type 2,severity_type 2
event_type 35,feature 309,56,resource_type 2,severity_type 2
event_type 11,feature 44,4,resource_type 8,severity_type 1
event_type 35,feature 235,3,resource_type 2,severity_type 2
event_type 34,feature 312,1,resource_type 2,severity_type 2
event_type 15,feature 201,4,resource_type 8,severity_type 2
event_type 35,feature 314,1,resource_type 2,severity_type 2
event_type 44,feature 291,3,resource_type 2,severity_type 1
event_type 35,feature 232,4,resource_type 2,severity_type 2
event_type 35,feature 314,3,resource_type 2,severity_type 2
event_type 20,feature 209,3,resource_type 1,severity_type 1
event_type 34,feature 312,1,resource_type 2,severity_type 2
event_type 13,feature 170,5,resource_type 7,severity_type 1
event_type 30,feature 133,2,resource_type 9,severity_type 5
event_type 11,feature 203,3,resource_type 8,severity_type 1
event_type 35,feature 313,19,resource_type 2,severity_type 2
event_type 11,feature 179,1,resource_type 6,severity_type 1
event_type 11,feature 232,1,resource_type 8,severity_type 2
event_type 35,feature 233,1,resource_type 2,severity_type 2
event_type 11,feature 223,2,resource_type 8,severity_type 1
event_type 34,feature 230,25,resource_type 2,severity_type 2
event_type 27,feature 154,1,resource_type 9,severity_type 1
event_type 35,feature 44,1,resource_type 8,severity_type 1
event_type 23,feature 305,1,resource_type 7,severity_type 2
event_type 35,feature 232,59,resource_type 2,severity_type 2
event_type 35,feature 313,3,resource_type 2,severity_type 2
event_type 11,feature 181,1,resource_type 8,severity_type 2
event_type 11,feature 82,33,resource_type 8,severity_type 1
event_type 47,feature 370,2,resource_type 2,severity_type 1
event_type 34,feature 312,14,resource_type 2,severity_type 2
event_type 35,feature 312,1,resource_type 2,severity_type 4
event_type 20,feature 134,1,resource_type 7,severity_type 1
event_type 11,feature 94,1,resource_type 2,severity_type 1
event_type 34,feature 307,3,resource_type 2,severity_type 2
event_type 11,feature 219,1,resource_type 8,severity_type 1
event_type 34,feature 232,2,resource_type 2,severity_type 2
event_type 35,feature 315,1,resource_type 2,severity_type 2
event_type 43,feature 368,28,resource_type 2,severity_type 1
event_type 43,feature 283,4,resource_type 2,severity_type 1
event_type 35,feature 312,1,resource_type 2,severity_type 2
event_type 11,feature 85,1,resource_type 8,severity_type 1
event_type 34,feature 312,6,resource_type 2,severity_type 2
event_type 15,feature 82,43,resource_type 8,severity_type 1
event_type 15,feature 203,10,resource_type 8,severity_type 2
event_type 20,feature 194,1,resource_type 2,severity_type 1
event_type 20,feature 171,2,resource_type 2,severity_type 1
event_type 34,feature 228,2,resource_type 2,severity_type 2
event_type 13,feature 75,1,resource_type 4,severity_type 1
event_type 11,feature 82,11,resource_type 8,severity_type 1
event_type 35,feature 310,1,resource_type 2,severity_type 2
event_type 54,feature 193,1,resource_type 2,severity_type 1
event_type 18,feature 251,1,resource_type 8,severity_type 1
event_type 15,feature 80,1,resource_type 8,severity_type 1
event_type 13,feature 273,2,resource_type 8,severity_type 1
event_type 11,feature 210,1,resource_type 6,severity_type 1
event_type 34,feature 232,3,resource_type 2,severity_type 2
event_type 10,feature 219,1,resource_type 2,severity_type 1
event_type 35,feature 312,4,resource_type 2,severity_type 2
event_type 11,feature 193,10,resource_type 8,severity_type 1
event_type 34,feature 233,8,resource_type 2,severity_type 2
event_type 20,feature 219,1,resource_type 2,severity_type 1
event_type 34,feature 232,3,resource_type 2,severity_type 2
event_type 35,feature 312,4,resource_type 2,severity_type 2
event_type 11,feature 195,1,resource_type 8,severity_type 1
event_type 14,feature 223,1,resource_type 4,severity_type 1
event_type 11,feature 170,6,resource_type 8,severity_type 1
event_type 15,feature 193,3,resource_type 8,severity_type 2
event_type 34,feature 227,1,resource_type 2,severity_type 1
event_type 35,feature 307,2,resource_type 2,severity_type 2
event_type 35,feature 95,3,resource_type 2,severity_type 4
event_type 34,feature 314,12,resource_type 2,severity_type 2
event_type 20,feature 301,1,resource_type 2,severity_type 1
event_type 23,feature 75,8,resource_type 8,severity_type 2
event_type 11,feature 70,7,resource_type 8,severity_type 1
event_type 14,feature 134,1,resource_type 2,severity_type 1
event_type 11,feature 75,1,resource_type 7,severity_type 1
event_type 35,feature 232,13,resource_type 2,severity_type 2
event_type 35,feature 219,1,resource_type 2,severity_type 1
event_type 13,feature 345,1,resource_type 6,severity_type 1
event_type 14,feature 306,3,resource_type 7,severity_type 1
event_type 11,feature 209,3,resource_type 10,severity_type 1
event_type 15,feature 201,2,resource_type 8,severity_type 2
event_type 34,feature 211,15,resource_type 8,severity_type 1
event_type 5,feature 203,3,resource_type 2,severity_type 1
event_type 34,feature 232,3,resource_type 2,severity_type 2
event_type 45,feature 293,1,resource_type 2,severity_type 1
event_type 20,feature 55,9,resource_type 8,severity_type 1
event_type 42,feature 290,1,resource_type 2,severity_type 1
event_type 11,feature 67,1,resource_type 8,severity_type 1
event_type 5,feature 82,6,resource_type 1,severity_type 1
event_type 11,feature 74,1,resource_type 2,severity_type 1
event_type 22,feature 306,1,resource_type 8,severity_type 2
event_type 35,feature 233,93,resource_type 2,severity_type 2
event_type 11,feature 134,1,resource_type 8,severity_type 1
event_type 13,feature 54,13,resource_type 4,severity_type 1
event_type 11,feature 75,4,resource_type 8,severity_type 2
event_type 23,feature 134,1,resource_type 8,severity_type 1
event_type 35,feature 232,84,resource_type 2,severity_type 2
event_type 11,feature 219,1,resource_type 8,severity_type 1
event_type 32,feature 280,1,resource_type 8,severity_type 4
event_type 35,feature 233,7,resource_type 2,severity_type 2
event_type 35,feature 312,1,resource_type 2,severity_type 2
event_type 11,feature 273,1,resource_type 7,severity_type 1
event_type 35,feature 312,19,resource_type 2,severity_type 2
event_type 11,feature 197,1,resource_type 8,severity_type 1
event_type 35,feature 301,1,resource_type 2,severity_type 1
event_type 34,feature 232,1,resource_type 8,severity_type 2
event_type 15,feature 82,20,resource_type 8,severity_type 2
event_type 13,feature 179,3,resource_type 4,severity_type 1
event_type 35,feature 312,2,resource_type 2,severity_type 2
event_type 11,feature 163,2,resource_type 8,severity_type 1
event_type 11,feature 345,2,resource_type 8,severity_type 1
event_type 35,feature 312,92,resource_type 2,severity_type 2
event_type 11,feature 273,8,resource_type 8,severity_type 1
event_type 11,feature 273,1,resource_type 8,severity_type 1
event_type 20,feature 306,2,resource_type 6,severity_type 1
event_type 34,feature 307,8,resource_type 2,severity_type 2
event_type 15,feature 193,3,resource_type 8,severity_type 1
event_type 20,feature 203,6,resource_type 8,severity_type 1
event_type 54,feature 80,4,resource_type 2,severity_type 1
event_type 35,feature 312,12,resource_type 2,severity_type 2
event_type 35,feature 312,7,resource_type 2,severity_type 2
event_type 20,feature 141,1,resource_type 8,severity_type 1
event_type 22,feature 222,2,resource_type 8,severity_type 1
event_type 34,feature 314,10,resource_type 2,severity_type 2
event_type 11,feature 211,1,resource_type 8,severity_type 1
event_type 11,feature 73,2,resource_type 8,severity_type 1
event_type 13,feature 179,1,resource_type 6,severity_type 1
event_type 11,feature 209,2,resource_type 8,severity_type 1
event_type 35,feature 312,2,resource_type 2,severity_type 2
event_type 35,feature 312,1,resource_type 2,severity_type 2
event_type 42,feature 368,7,resource_type 2,severity_type 1
event_type 30,feature 219,2,resource_type 2,severity_type 1
event_type 11,feature 80,3,resource_type 8,severity_type 1
event_type 23,feature 222,2,resource_type 8,severity_type 1
event_type 35,feature 232,3,resource_type 2,severity_type 2
event_type 35,feature 312,3,resource_type 2,severity_type 2
event_type 23,feature 197,1,resource_type 8,severity_type 2
event_type 13,feature 273,1,resource_type 4,severity_type 1
event_type 35,feature 234,27,resource_type 2,severity_type 2
event_type 14,feature 118,2,resource_type 2,severity_type 1
event_type 34,feature 309,21,resource_type 2,severity_type 2
event_type 23,feature 47,2,resource_type 8,severity_type 1
event_type 35,feature 228,2,resource_type 2,severity_type 2
event_type 11,feature 222,6,resource_type 8,severity_type 1
event_type 11,feature 170,1,resource_type 8,severity_type 1
event_type 35,feature 312,9,resource_type 2,severity_type 2
event_type 34,feature 313,5,resource_type 2,severity_type 2
event_type 13,feature 170,21,resource_type 6,severity_type 1
event_type 15,feature 172,354,resource_type 8,severity_type 1
event_type 42,feature 283,1,resource_type 2,severity_type 2
event_type 14,feature 75,1,resource_type 7,severity_type 4
event_type 15,feature 80,1,resource_type 8,severity_type 1
event_type 11,feature 80,1,resource_type 8,severity_type 1
event_type 10,feature 127,2,resource_type 9,severity_type 1
