id,event_type,log_feature,volume,resource_type,severity_type
18180,event_type 42,feature 376,4,resource_type 2,severity_type 1
16082,event_type 10,feature 171,5,resource_type 9,severity_type 1
204,event_type 35,feature 233,30,resource_type 2,severity_type 2
11024,event_type 35,feature 312,1,resource_type 2,severity_type 4
6900,event_type 11,feature 193,29,resource_type 8,severity_type 1
1773,event_type 11,feature 81,3,resource_type 2,severity_type 1
6491,event_type 15,feature 56,2,resource_type 8,severity_type 1
2431,event_type 11,feature 54,1,resource_type 8,severity_type 1
3152,event_type 15,feature 63,4,resource_type 8,severity_type 1
9954,event_type 35,feature 312,3,resource_type 2,severity_type 2
13002,event_type 15,feature 201,2,resource_type 8,severity_type 1
8214,event_type 34,feature 219,1,resource_type 8,severity_type 1
2398,event_type 34,feature 233,4,resource_type 2,severity_type 2
15875,event_type 35,feature 44,2,resource_type 2,severity_type 1
15965,event_type 34,feature 307,1,resource_type 2,severity_type 2
1379,event_type 22,feature 118,2,resource_type 4,severity_type 1
10299,event_type 34,feature 301,1,resource_type 2,severity_type 1
8052,event_type 11,feature 80,2,resource_type 8,severity_type 1
5818,event_type 11,feature 170,7,resource_type 8,severity_type 1
6843,event_type 34,feature 315,8,resource_type 2,severity_type 2
8416,event_type 34,feature 315,6,resource_type 2,severity_type 2
4295,event_type 35,feature 310,1,resource_type 2,severity_type 4
16913,event_type 15,feature 349,1,resource_type 9,severity_type 1
6563,event_type 23,feature 163,2,resource_type 8,severity_type 1
12903,event_type 20,feature 44,1,resource_type 2,severity_type 1
13206,event_type 9,feature 15,6,resource_type 8,severity_type 1
2305,event_type 20,feature 219,1,resource_type 3,severity_type 1
10115,event_type 11,feature 68,2,resource_type 6,severity_type 1
1235,event_type 15,feature 80,2,resource_type 8,severity_type 1
10847,event_type 35,feature 312,18,resource_type 2,severity_type 2
5772,event_type 34,feature 312,2,resource_type 2,severity_type 2
6085,event_type 15,feature 203,1,resource_type 8,severity_type 2
3700,event_type 14,feature 134,1,resource_type 4,severity_type 1
6261,event_type 35,feature 232,2,resource_type 2,severity_type 2
13672,event_type 13,feature 179,2,resource_type 6,severity_type 1
6715,event_type 11,feature 74,1,resource_type 8,severity_type 1
2242,event_type 34,feature 232,2,resource_type 2,severity_type 2
11815,event_type 34,feature 308,3,resource_type 2,severity_type 2
7422,event_type 35,feature 227,1,resource_type 2,severity_type 2
17267,event_type 27,feature 152,1,resource_type 3,severity_type 1
4123,event_type 22,feature 223,2,resource_type 7,severity_type 2
14015,event_type 35,feature 44,1,resource_type 8,severity_type 2
13834,event_type 34,feature 232,1,resource_type 2,severity_type 2
11586,event_type 11,feature 305,2,resource_type 8,severity_type 4
16569,event_type 11,feature 68,1,resource_type 8,severity_type 2
10280,event_type 34,feature 354,1,resource_type 8,severity_type 1
6910,event_type 35,feature 312,1,resource_type 2,severity_type 4
13382,event_type 2,feature 170,1,resource_type 9,severity_type 1
16989,event_type 15,feature 203,3,resource_type 1,severity_type 1
13250,event_type 11,feature 312,4,resource_type 2,severity_type 1
8800,event_type 11,feature 203,10,resource_type 1,severity_type 1
15276,event_type 11,feature 68,2,resource_type 8,severity_type 1
14206,event_type 11,feature 80,2,resource_type 8,severity_type 1
14219,event_type 34,feature 235,4,resource_type 2,severity_type 2
7198,event_type 11,feature 47,3,resource_type 7,severity_type 1
3167,event_type 13,feature 68,1,resource_type 8,severity_type 1
15679,event_type 20,feature 219,1,resource_type 2,severity_type 1
10131,event_type 34,feature 308,49,resource_type 2,severity_type 2
5669,event_type 11,feature 312,2,resource_type 8,severity_type 2
2309,event_type 35,feature 313,2,resource_type 2,severity_type 2
9376,event_type 20,feature 219,1,resource_type 2,severity_type 1
9951,event_type 11,feature 70,4,resource_type 8,severity_type 1
15410,event_type 11,feature 180,1,resource_type 8,severity_type 1
14485,event_type 11,feature 94,1,resource_type 2,severity_type 1
17730,event_type 34,feature 315,1,resource_type 2,severity_type 2
12504,event_type 11,feature 68,1,resource_type 6,severity_type 1
17772,event_type 11,feature 29,1,resource_type 8,severity_type 1
5889,event_type 11,feature 47,3,resource_type 4,severity_type 1
5192,event_type 23,feature 306,1,resource_type 4,severity_type 1
12463,event_type 15,feature 193,1,resource_type 2,severity_type 1
13745,event_type 43,feature 374,1,resource_type 2,severity_type 1
17096,event_type 15,feature 82,413,resource_type 8,severity_type 1
2114,event_type 54,feature 76,6,resource_type 2,severity_type 1
4003,event_type 35,feature 232,2,resource_type 2,severity_type 2
1108,event_type 35,feature 312,6,resource_type 2,severity_type 1
1373,event_type 11,feature 82,16,resource_type 8,severity_type 1
7953,event_type 15,feature 82,15,resource_type 8,severity_type 2
14764,event_type 11,feature 182,1,resource_type 8,severity_type 1
12844,event_type 20,feature 219,1,resource_type 1,severity_type 1
14280,event_type 11,feature 163,7,resource_type 7,severity_type 1
10272,event_type 15,feature 203,3,resource_type 8,severity_type 2
16946,event_type 34,feature 233,49,resource_type 2,severity_type 2
13762,event_type 42,feature 290,7,resource_type 2,severity_type 1
11961,event_type 6,feature 82,23,resource_type 8,severity_type 1
9102,event_type 34,feature 312,3,resource_type 2,severity_type 2
12364,event_type 35,feature 134,1,resource_type 2,severity_type 1
14076,event_type 11,feature 203,2,resource_type 8,severity_type 1
16268,event_type 14,feature 68,2,resource_type 4,severity_type 1
5500,event_type 34,feature 309,15,resource_type 2,severity_type 2
1692,event_type 15,feature 167,10,resource_type 8,severity_type 1
7378,event_type 10,feature 38,2,resource_type 5,severity_type 1
17614,event_type 11,feature 8,7,resource_type 8,severity_type 1
13300,event_type 54,feature 71,1,resource_type 8,severity_type 1
2368,event_type 11,feature 134,1,resource_type 8,severity_type 1
11995,event_type 43,feature 376,3,resource_type 2,severity_type 1
9458,event_type 35,feature 312,6,resource_type 2,severity_type 2
11737,event_type 11,feature 171,21,resource_type 2,severity_type 1
5488,event_type 11,feature 46,5,resource_type 4,severity_type 1
15676,event_type 35,feature 235,7,resource_type 2,severity_type 2
9289,event_type 15,feature 80,7,resource_type 2,severity_type 2
1164,event_type 14,feature 273,2,resource_type 4,severity_type 1
6198,event_type 2,feature 137,2,resource_type 8,severity_type 1
10946,event_type 35,feature 314,6,resource_type 2,severity_type 2
1729,event_type 34,feature 181,1,resource_type 8,severity_type 1
10690,event_type 34,feature 312,6,resource_type 2,severity_type 2
7576,event_type 23,feature 224,2,resource_type 7,severity_type 2
4480,event_type 54,feature 203,6,resource_type 2,severity_type 1
17883,event_type 13,feature 273,1,resource_type 8,severity_type 1
1729,event_type 34,feature 301,2,resource_type 8,severity_type 1
17654,event_type 35,feature 160,1,resource_type 8,severity_type 1
17993,event_type 11,feature 47,2,resource_type 4,severity_type 1
2686,event_type 35,feature 301,3,resource_type 2,severity_type 1
17892,event_type 35,feature 313,1,resource_type 2,severity_type 2
4166,event_type 11,feature 171,4,resource_type 8,severity_type 1
7378,event_type 11,feature 240,2,resource_type 5,severity_type 1
17288,event_type 34,feature 232,4,resource_type 2,severity_type 2
15479,event_type 43,feature 376,4,resource_type 2,severity_type 1
3054,event_type 23,feature 306,1,resource_type 4,severity_type 1
13393,event_type 13,feature 345,1,resource_type 6,severity_type 1
5216,event_type 35,feature 234,2,resource_type 2,severity_type 2
18325,event_type 11,feature 82,93,resource_type 8,severity_type 1
8994,event_type 35,feature 307,1,resource_type 2,severity_type 2
2917,event_type 20,feature 134,1,resource_type 2,severity_type 1
2925,event_type 11,feature 161,1,resource_type 8,severity_type 1
5266,event_type 35,feature 232,2,resource_type 2,severity_type 2
885,event_type 34,feature 232,5,resource_type 2,severity_type 2
7736,event_type 11,feature 54,1,resource_type 8,severity_type 1
9798,event_type 11,feature 71,1,resource_type 8,severity_type 1
5430,event_type 34,feature 312,5,resource_type 8,severity_type 1
3064,event_type 35,feature 233,1,resource_type 2,severity_type 1
11112,event_type 11,feature 81,2,resource_type 8,severity_type 1
4725,event_type 54,feature 71,1,resource_type 8,severity_type 1
11696,event_type 22,feature 89,1,resource_type 2,severity_type 1
10122,event_type 35,feature 228,6,resource_type 2,severity_type 2
3225,event_type 11,feature 170,8,resource_type 8,severity_type 1
18536,event_type 11,feature 193,1,resource_type 8,severity_type 1
17369,event_type 20,feature 170,26,resource_type 2,severity_type 1
14690,event_type 34,feature 235,6,resource_type 2,severity_type 2
13571,event_type 20,feature 134,1,resource_type 8,severity_type 1
14236,event_type 11,feature 170,4,resource_type 8,severity_type 1
10015,event_type 23,feature 209,1,resource_type 8,severity_type 1
5266,event_type 35,feature 235,1,resource_type 2,severity_type 2
17944,event_type 11,feature 195,1,resource_type 8,severity_type 2
15361,event_type 35,feature 315,1,resource_type 2,severity_type 2
9733,event_type 11,feature 134,1,resource_type 8,severity_type 1
9787,event_type 13,feature 345,3,resource_type 4,severity_type 1
14688,event_type 35,feature 308,1,resource_type 2,severity_type 2
3631,event_type 35,feature 233,2,resource_type 2,severity_type 2
16950,event_type 35,feature 312,35,resource_type 2,severity_type 2
9726,event_type 34,feature 232,3,resource_type 2,severity_type 2
14081,event_type 34,feature 315,4,resource_type 2,severity_type 2
5138,event_type 24,feature 306,1,resource_type 8,severity_type 1
8799,event_type 34,feature 315,1,resource_type 2,severity_type 2
4826,event_type 35,feature 232,2,resource_type 2,severity_type 2
9261,event_type 34,feature 233,88,resource_type 2,severity_type 2
13756,event_type 20,feature 82,35,resource_type 8,severity_type 1
18399,event_type 13,feature 179,4,resource_type 8,severity_type 1
10379,event_type 35,feature 232,5,resource_type 2,severity_type 2
1657,event_type 35,feature 307,12,resource_type 2,severity_type 2
7051,event_type 34,feature 232,8,resource_type 2,severity_type 2
2311,event_type 20,feature 237,1,resource_type 8,severity_type 1
6729,event_type 42,feature 283,4,resource_type 2,severity_type 1
15339,event_type 11,feature 71,14,resource_type 8,severity_type 1
12186,event_type 11,feature 219,1,resource_type 7,severity_type 1
1402,event_type 34,feature 181,1,resource_type 2,severity_type 2
9421,event_type 11,feature 182,1,resource_type 8,severity_type 1
16476,event_type 11,feature 273,2,resource_type 8,severity_type 1
15572,event_type 22,feature 114,1,resource_type 8,severity_type 2
12660,event_type 7,feature 317,9,resource_type 1,severity_type 1
5872,event_type 35,feature 232,6,resource_type 2,severity_type 2
2253,event_type 35,feature 229,11,resource_type 2,severity_type 2
17173,event_type 13,feature 68,3,resource_type 8,severity_type 1
6885,event_type 20,feature 38,1,resource_type 8,severity_type 1
12407,event_type 43,feature 291,1,resource_type 2,severity_type 1
7292,event_type 15,feature 201,3,resource_type 8,severity_type 1
7194,event_type 13,feature 337,1,resource_type 10,severity_type 1
2977,event_type 11,feature 273,2,resource_type 10,severity_type 1
11029,event_type 11,feature 42,1,resource_type 8,severity_type 2
4252,event_type 20,feature 301,1,resource_type 2,severity_type 1
5052,event_type 34,feature 315,2,resource_type 2,severity_type 2
7698,event_type 23,feature 47,2,resource_type 4,severity_type 1
430,event_type 15,feature 71,2,resource_type 8,severity_type 1
3401,event_type 42,feature 368,33,resource_type 2,severity_type 1
14721,event_type 20,feature 134,1,resource_type 2,severity_type 1
3941,event_type 35,feature 312,2,resource_type 2,severity_type 2
5265,event_type 20,feature 219,1,resource_type 2,severity_type 1
12926,event_type 13,feature 118,2,resource_type 6,severity_type 1
3700,event_type 23,feature 345,1,resource_type 2,severity_type 1
8228,event_type 54,feature 362,1,resource_type 2,severity_type 4
6388,event_type 54,feature 201,4,resource_type 2,severity_type 1
5121,event_type 34,feature 277,1,resource_type 2,severity_type 1
3760,event_type 43,feature 368,1,resource_type 2,severity_type 1
8672,event_type 34,feature 313,13,resource_type 2,severity_type 2
12770,event_type 42,feature 291,1,resource_type 2,severity_type 1
1457,event_type 34,feature 235,4,resource_type 2,severity_type 2
14787,event_type 15,feature 80,1,resource_type 8,severity_type 2
2975,event_type 15,feature 71,1,resource_type 2,severity_type 1
17196,event_type 11,feature 171,5,resource_type 8,severity_type 1
11051,event_type 11,feature 179,1,resource_type 8,severity_type 1
16950,event_type 34,feature 309,9,resource_type 2,severity_type 2
10653,event_type 11,feature 223,1,resource_type 7,severity_type 1
8341,event_type 34,feature 219,1,resource_type 2,severity_type 1
4438,event_type 20,feature 44,2,resource_type 2,severity_type 1
2977,event_type 23,feature 179,32,resource_type 8,severity_type 1
14290,event_type 35,feature 301,1,resource_type 2,severity_type 1
13979,event_type 27,feature 240,2,resource_type 3,severity_type 4
13040,event_type 15,feature 80,2,resource_type 8,severity_type 2
4085,event_type 11,feature 203,4,resource_type 8,severity_type 1
1248,event_type 11,feature 345,1,resource_type 8,severity_type 1
12407,event_type 45,feature 376,4,resource_type 2,severity_type 1
14414,event_type 15,feature 203,8,resource_type 2,severity_type 1
17171,event_type 34,feature 232,2,resource_type 2,severity_type 2
9183,event_type 35,feature 312,1,resource_type 2,severity_type 2
